train_policy_loss,val_policy_loss,train_policy_accuracy,val_policy_accuracy
7.936647415161133,6.306480884552002,0.006201240234076977,0.010791366919875145
7.557544708251953,6.270711421966553,0.009801960550248623,0.003597122384235263
7.220935821533203,6.463175296783447,0.011602320708334446,0.007194244768470526
6.967572212219238,6.671531677246094,0.0160032007843256,0.008992806077003479
6.606889247894287,6.417679309844971,0.01720344088971615,0.003597122384235263
6.3523783683776855,6.071662425994873,0.02140428125858307,0.012589927762746811
6.128749847412109,6.095186233520508,0.022004401311278343,0.019784172996878624
5.928192138671875,5.842212677001953,0.026405280455946922,0.014388489536941051
5.750726699829102,5.81309700012207,0.030606120824813843,0.026978416368365288
5.5902910232543945,5.732635021209717,0.04280856251716614,0.03057553991675377
5.499378681182861,5.484243392944336,0.049609921872615814,0.053956832736730576
5.301729202270508,5.504676342010498,0.05961192399263382,0.05575539544224739
4.917389392852783,6.812499523162842,0.10722144693136215,0.10071942210197449
4.591275215148926,4.642106056213379,0.1358271688222885,0.14388489723205566
4.485552787780762,4.751767635345459,0.14982996881008148,0.12230215966701508
4.407974720001221,4.665531635284424,0.16423285007476807,0.14208632707595825
4.336815357208252,4.3994622230529785,0.16923384368419647,0.15107913315296173
4.277750015258789,4.278517246246338,0.1800360083580017,0.20863309502601624
4.220664978027344,4.26207971572876,0.18843768537044525,0.16546761989593506
4.235253810882568,4.369505405426025,0.1918383687734604,0.1924460381269455
4.15880823135376,4.134669780731201,0.1992398500442505,0.18525180220603943
4.1690168380737305,4.136861324310303,0.20364072918891907,0.2517985701560974
4.117796897888184,4.278383731842041,0.20404081046581268,0.19064748287200928
4.092138767242432,4.211004734039307,0.21484297513961792,0.16366906464099884
4.010025501251221,4.076047897338867,0.21624325215816498,0.17985612154006958
4.028842926025391,4.013661861419678,0.21624325215816498,0.23201438784599304
4.0505852699279785,3.9896907806396484,0.22324465215206146,0.21402877569198608
3.9884567260742188,4.150217056274414,0.2264452874660492,0.21942445635795593
3.898501396179199,4.0070390701293945,0.2314462959766388,0.2032374143600464
3.8976573944091797,3.8904993534088135,0.24204841256141663,0.2625899314880371
3.907299757003784,4.017185688018799,0.241648331284523,0.23201438784599304
3.9100406169891357,4.033319473266602,0.23464693129062653,0.2374100685119629
3.8037989139556885,3.8594086170196533,0.2580516040325165,0.23201438784599304
3.8360016345977783,3.683990478515625,0.23984797298908234,0.26618704199790955
3.8120968341827393,3.8584587574005127,0.23804761469364166,0.2392086386680603
3.853888750076294,3.841663360595703,0.2386477291584015,0.25539568066596985
3.8177683353424072,3.8064661026000977,0.24704940617084503,0.2607913613319397
3.8027639389038086,3.9338302612304688,0.24744948744773865,0.25
3.793285846710205,3.8829452991485596,0.2518503665924072,0.2374100685119629
3.7464215755462646,3.777418851852417,0.2562512457370758,0.2392086386680603
3.7850050926208496,3.724961042404175,0.24724945425987244,0.2643885016441345
3.7689435482025146,3.6593759059906006,0.24824965000152588,0.26618704199790955
3.7877254486083984,3.740311622619629,0.24664932489395142,0.24640287458896637
3.7150211334228516,3.7806589603424072,0.25265052914619446,0.23381294310092926
3.692767858505249,3.655869245529175,0.2542508542537689,0.26798561215400696
3.7044713497161865,3.805978775024414,0.24924984574317932,0.25
3.7048895359039307,3.702235221862793,0.2512502372264862,0.2733812928199768
3.650681734085083,3.5709307193756104,0.2678535580635071,0.26798561215400696
3.633230686187744,3.764512062072754,0.271654337644577,0.2266187071800232
3.6279985904693604,3.7009122371673584,0.2640528082847595,0.23561151325702667
3.625530481338501,3.84921932220459,0.2778555750846863,0.24280574917793274
3.671180486679077,3.404069185256958,0.2592518627643585,0.2931654751300812
3.687654972076416,3.6552345752716064,0.25285056233406067,0.2517985701560974
3.628166437149048,3.6883251667022705,0.2566513419151306,0.26618704199790955
3.582430124282837,3.5275392532348633,0.2714543044567108,0.26618704199790955
3.5928635597229004,3.6822144985198975,0.2664532959461212,0.24460431933403015
3.589233636856079,3.560534715652466,0.2712542414665222,0.2823741137981415
3.6241540908813477,3.6571857929229736,0.26285257935523987,0.26618704199790955
3.5556859970092773,3.621973991394043,0.2712542414665222,0.2625899314880371
3.6053311824798584,3.4565553665161133,0.26205241680145264,0.27877697348594666
3.583004951477051,3.4326562881469727,0.2654531002044678,0.2967625856399536
3.5375235080718994,3.470862627029419,0.27465492486953735,0.25539568066596985
3.567708730697632,3.6626369953155518,0.26765352487564087,0.25719425082206726
3.525973320007324,3.4135549068450928,0.2780556082725525,0.298561155796051
3.502474784851074,3.694225549697876,0.27725544571876526,0.2625899314880371
3.454805850982666,3.403127431869507,0.2900580167770386,0.3057554066181183
3.466810703277588,3.5705130100250244,0.28405681252479553,0.2859712243080139
3.4709482192993164,3.5169107913970947,0.26705342531204224,0.2589927911758423
3.517939805984497,3.5735461711883545,0.27225443720817566,0.2625899314880371
